dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,Value
-0.122342445,-0.15722348,-0.1233574,-0.13051754,-0.13713439,-0.12125236,-0.08236588,-0.0784837,-0.14304991,-0.11910522,-0.12097036,-0.15174533,-0.1361591,-0.12075862,-0.16303556,-0.085132115,-0.11303402,-0.13414553,-0.13889591,-0.14466307,-0.11094612,-0.1258418,-0.11464147,-0.11295,-0.12136854,-0.102991186,-0.08730807,-0.056399763,-0.07761361,-0.1235659,-0.073434874,-0.0921235,-0.087646216,-0.15988562,-0.10649778,-0.105684966,-0.09485304,-0.13774796,-0.13352868,-0.15162052,-0.07512615,-0.1633001,-0.07395872,-0.1121741,-0.13683988,-0.09862443,-0.1868832,-0.12754625,-0.13044645,-0.12559728,-0.12088551,-0.10538746,-0.112813964,-0.12090682,-0.122297645,-0.13587032,-0.16738866,-0.20059767,-0.11057443,-0.1344196,-0.14323206,-0.17449568,-0.12987064,-0.07606747,0.016403285786509514
-0.029640144,-0.13498858,-0.17217648,-0.1438187,-0.13309838,-0.05985059,-0.08134446,-0.09497357,-0.124790326,-0.10856331,-0.10968758,-0.047537465,-0.06730923,-0.10282164,-0.14989549,-0.12517585,-0.09516764,-0.123586476,-0.16326764,-0.111624725,-0.10922588,-0.15269384,-0.10661629,-0.110500835,-0.12631243,-0.090791374,-0.114143305,-0.08090285,-0.109371156,-0.17728694,-0.16059542,-0.086064436,-0.15176427,-0.1343955,-0.12626673,-0.13963138,-0.11801979,-0.08856611,-0.1231895,-0.11395851,-0.079278044,-0.09725035,-0.12019888,-0.1382466,-0.11544002,-0.1280621,-0.11280485,-0.13152082,-0.19432057,-0.086053714,-0.14475885,-0.16365905,-0.1240024,-0.13295324,-0.127349,-0.10518503,-0.1246598,-0.10588752,-0.12807877,-0.14295547,-0.17709658,-0.17564955,-0.16306955,-0.12228047,0.0059650251641869545
-0.06411826,-0.11142205,-0.1029303,-0.1269115,-0.09645043,-0.11173625,-0.15904015,-0.12245612,-0.10127007,-0.12586021,-0.10409961,-0.13764144,-0.11390594,-0.12983507,-0.12813978,-0.10702202,-0.1739295,-0.12103196,-0.08876534,-0.106865466,-0.1297355,-0.14987187,-0.15075056,-0.13784018,-0.1432965,-0.12624228,-0.13198335,-0.12221644,-0.06599912,-0.14445202,-0.1316144,-0.17310636,-0.13023491,-0.18114345,-0.074950255,-0.16773729,-0.11565233,-0.12459456,-0.116738625,-0.09955889,-0.13674371,-0.09725023,-0.10903394,-0.06177621,-0.0611205,-0.13731176,-0.14850846,-0.1544935,-0.08664346,-0.14079519,-0.09218886,-0.10825443,-0.11651895,-0.06293425,-0.14591645,-0.17374171,-0.14482537,-0.1517262,-0.17224959,-0.13781056,-0.07770807,-0.08195424,-0.051263414,-0.1470104,0.046581365168094635
-0.054561347,-0.14639924,-0.10541692,-0.11017877,-0.117118925,-0.12725608,-0.15867856,-0.14290321,-0.13840702,-0.11189181,-0.12713833,-0.057869386,-0.0979222,-0.112407334,-0.12826815,-0.108982936,-0.14566348,-0.09753709,-0.09864413,-0.18520217,-0.1650149,-0.106787294,-0.15591457,-0.13117781,-0.113802865,-0.115276255,-0.13229446,-0.13721842,-0.13516428,-0.15269196,-0.068258725,-0.10821271,-0.13352753,-0.11532666,-0.09033425,-0.06396949,-0.15088731,-0.13328889,-0.06325232,-0.10680736,-0.13787985,-0.11916507,-0.14919232,-0.095202506,-0.12081643,-0.116092436,-0.11094212,-0.063951604,-0.12654488,-0.16194504,-0.1303198,-0.12502752,-0.11682842,-0.14669448,-0.12439977,-0.12583351,-0.10656186,-0.14053999,-0.17417218,-0.14886197,-0.090256006,-0.13503134,-0.14870846,-0.13375172,0.010407669469714165
-0.082387015,-0.15432797,-0.12448621,-0.14304635,-0.12193582,-0.08970515,-0.17142186,-0.104937695,-0.14313981,-0.1466719,-0.14431831,-0.12437167,-0.12985761,-0.16876988,-0.111841716,-0.09496102,-0.09828631,-0.101662524,-0.08795459,-0.12499371,-0.12829709,-0.07464952,-0.10809436,-0.095378734,-0.13159224,-0.13049492,-0.10590273,-0.11430454,-0.1271247,-0.14957407,-0.14312911,-0.11953221,-0.099515915,-0.10700961,-0.11692477,-0.1601038,-0.15320475,-0.085132755,-0.09924879,-0.14853759,-0.10316912,-0.11806558,-0.14823022,-0.11874966,-0.15616827,-0.12986982,-0.12279696,-0.12551711,-0.15459472,-0.08297738,-0.090870276,-0.12375721,-0.14395906,-0.085965246,-0.09256174,-0.09841198,-0.1517081,-0.1461383,-0.12120804,-0.15750594,-0.14175306,-0.1425015,-0.09641328,-0.12853412,-0.037084661424160004
-0.07252058,-0.18925081,-0.107082784,-0.12923822,-0.16174115,-0.08061234,-0.1229229,-0.116665326,-0.14553322,-0.0813168,-0.1352731,-0.1376473,-0.12136605,-0.1415455,-0.09303737,-0.12606123,-0.09704019,-0.09529421,-0.08463112,-0.11311692,-0.08977622,-0.10903059,-0.08641749,-0.17609747,-0.12230945,-0.08404233,-0.09536574,-0.1584492,-0.15454695,-0.13397148,-0.1117701,-0.114723355,-0.088870354,-0.15614676,-0.15554196,-0.089473784,-0.13333045,-0.12569119,-0.089300536,-0.11717011,-0.120963864,-0.12774774,-0.10736687,-0.08143787,-0.15630871,-0.14006142,-0.07298476,-0.12757924,-0.10181563,-0.15425357,-0.15053667,-0.11925311,-0.15079625,-0.10022017,-0.053974297,-0.13547388,-0.1203188,-0.11610262,-0.1603562,-0.11998308,-0.16895537,-0.12711747,-0.13461696,-0.18419093,-0.011982683092355728
-0.034197234,-0.1419055,-0.15918645,-0.09779503,-0.12624046,-0.099909686,-0.11957129,-0.0941224,-0.15010682,-0.091537125,-0.0568151,-0.08264896,-0.11713967,-0.13528344,-0.11557965,-0.115887284,-0.14830324,-0.08445161,-0.14149731,-0.13661186,-0.09938792,-0.11324739,-0.091171995,-0.12971142,-0.105259135,-0.09102275,-0.12911355,-0.12289316,-0.12499811,-0.15632264,-0.13357772,-0.12253386,-0.13559735,-0.09521117,-0.1543846,-0.12562603,-0.106815465,-0.1602609,-0.11934161,-0.11110263,-0.07575421,-0.094270125,-0.12594436,-0.12557903,-0.13869733,-0.14133278,-0.110678196,-0.10444604,-0.11760114,-0.11470152,-0.100359164,-0.12446504,-0.11590605,-0.09024463,-0.17366657,-0.14314565,-0.18200582,-0.16777039,-0.1404551,-0.14054692,-0.11165576,-0.15508896,-0.14855993,-0.17812088,0.007072051055729389
0.023879228,-0.1224893,-0.10985349,-0.11934728,-0.16249105,-0.12477069,-0.12730545,-0.108541094,-0.14083739,-0.13997024,-0.11034499,-0.11949478,-0.112594865,-0.12319014,-0.12202858,-0.116034366,-0.10273883,-0.07647073,-0.14064121,-0.14649169,-0.08653618,-0.12742819,-0.14110442,-0.15847401,-0.11023399,-0.109576516,-0.14836785,-0.12986377,-0.14438754,-0.118028454,-0.120969966,-0.116587155,-0.11722927,-0.126047,-0.08848451,-0.13207339,-0.13263366,-0.13301173,-0.089399956,-0.12845403,-0.11127453,-0.10841732,-0.11898669,-0.15854995,-0.12022608,-0.1379565,-0.055172097,-0.10274621,-0.12981862,-0.17220211,-0.1752809,-0.085043915,-0.15523314,-0.10432527,-0.13873604,-0.15449277,-0.11135686,-0.059842527,-0.11475715,-0.17086302,-0.11908589,-0.16085625,-0.111792214,-0.12236719,0.025030236691236496
-0.12619886,-0.15902005,-0.13107048,-0.10949688,-0.10596072,-0.069694325,-0.07683178,-0.12075832,-0.110155076,-0.13577318,-0.093921594,-0.17031752,-0.1330774,-0.069695085,-0.15108538,-0.12169903,-0.1545055,-0.101230204,-0.10234628,-0.16444333,-0.113482855,-0.0895935,-0.15840428,-0.13805515,-0.18094537,-0.09750603,-0.08969468,-0.13437183,-0.094874986,-0.111221135,-0.13757727,-0.13751158,-0.12776263,-0.095960304,-0.14858867,-0.13539626,-0.112260684,-0.09417179,-0.13009478,-0.13018592,-0.11148521,-0.11458779,-0.1086491,-0.15122756,-0.11218647,-0.08357957,-0.041335467,-0.111522794,-0.16540805,-0.08039538,-0.1607933,-0.15238892,-0.10862951,-0.16297261,-0.08867334,-0.11505742,-0.14020763,-0.10738329,-0.12938726,-0.13896894,-0.11572997,-0.16793923,-0.14750439,-0.10953412,0.050434134900569916
-0.02945005,-0.101654716,-0.11094917,-0.13003577,-0.15691595,-0.13933992,-0.13618927,-0.12519123,-0.11657121,-0.10086522,-0.111011855,-0.12056656,-0.116269134,-0.15702114,-0.15002912,-0.11033154,-0.09180475,-0.12195918,-0.12121855,-0.0739875,-0.11581373,-0.122454256,-0.15799175,-0.1105088,-0.15520386,-0.16619885,-0.083567016,-0.14280662,-0.08201882,-0.12973975,-0.13381927,-0.11833764,-0.13343434,-0.10929136,-0.1395637,-0.14651595,-0.16721481,-0.11996831,-0.15298365,-0.13711852,-0.10699472,-0.18279703,-0.12547415,-0.10370817,-0.10931682,-0.12995173,-0.094593674,-0.08944693,-0.0866506,-0.16719604,-0.058597058,-0.11487515,-0.09207067,-0.09366561,-0.11197229,-0.12136708,-0.12352737,-0.075818665,-0.05782283,-0.16421156,-0.1801439,-0.16726734,-0.08717525,-0.16085683,-0.057406097650527954
-0.02900717,-0.087137096,-0.11119044,-0.13399455,-0.08749113,-0.12143485,-0.10052791,-0.103320785,-0.09884977,-0.13503432,-0.10952418,-0.09476211,-0.07086882,-0.09138172,-0.112082854,-0.09293812,-0.14345583,-0.10030719,-0.15951255,-0.100147225,-0.12672047,-0.17613927,-0.140851,-0.116821,-0.11625448,-0.14684923,-0.1436674,-0.13539338,-0.17103289,-0.108733155,-0.111841954,-0.06666046,-0.062279787,-0.1155718,-0.12229052,-0.12969944,-0.109841116,-0.091756,-0.15995108,-0.099177785,-0.14590447,-0.15441912,-0.10321015,-0.14038777,-0.14571454,-0.117793314,-0.11092735,-0.11906635,-0.107597776,-0.1180624,-0.11086323,-0.14636078,-0.09997617,-0.096031934,-0.1333295,-0.1512529,-0.17683494,-0.17476866,-0.094869964,-0.17639092,-0.15740561,-0.12536334,-0.17820595,-0.1430698,0.00872032530605793
-0.03600581,-0.14090398,-0.12824346,-0.09993771,-0.17284845,-0.112605564,-0.120877475,-0.09596288,-0.09729993,-0.08830869,-0.11230289,-0.07823755,-0.09379776,-0.17041038,-0.09582024,-0.11702158,-0.13598047,-0.1161806,-0.11494483,-0.14218749,-0.099735826,-0.16533145,-0.117097065,-0.17380603,-0.15714194,-0.13743544,-0.13889307,-0.15538865,-0.10567192,-0.09873851,-0.119521104,-0.089813545,-0.13669674,-0.12027685,-0.1357767,-0.123808175,-0.17143677,-0.09823793,-0.059460502,-0.09852213,-0.11621492,-0.06257062,-0.13436419,-0.099902585,-0.09410563,-0.1431151,-0.12382591,-0.12600514,-0.13521956,-0.06470219,-0.11940732,-0.07356596,-0.13933943,-0.13870612,-0.1168909,-0.19001393,-0.17562257,-0.090434015,-0.19390078,-0.14090738,-0.11540679,-0.12613621,-0.1258714,-0.1229067,0.013621954247355461
-0.07034136,-0.12983051,-0.12027104,-0.17018475,-0.10505029,-0.05956584,-0.0988103,-0.087561555,-0.13746908,-0.19616835,-0.12056066,-0.15106817,-0.14718446,-0.13903348,-0.16254422,-0.10788201,-0.14443065,-0.07607867,-0.11254554,-0.1304358,-0.11877155,-0.1011775,-0.106187865,-0.16657738,-0.10069074,-0.13286582,-0.1472727,-0.16457902,-0.11629343,-0.110863686,-0.11095858,-0.15922727,-0.125706,-0.12185338,-0.050872646,-0.16348135,-0.11522787,-0.13149747,-0.09999043,-0.10773281,-0.13899949,-0.11684094,-0.08557526,-0.1215716,-0.15642264,-0.118682116,-0.1143312,-0.14303595,-0.095881365,-0.09309239,-0.12698583,-0.1645998,-0.16607596,-0.13952467,-0.14595585,-0.11925477,-0.10765085,-0.09612614,-0.09188145,-0.12554587,-0.07384717,-0.1394905,-0.09924022,-0.08050221,0.0445660725235939
-0.08000753,-0.16298331,-0.12846115,-0.1696568,-0.11041272,-0.10870703,-0.12930651,-0.09117922,-0.12590487,-0.104417205,-0.14474726,-0.16708478,-0.10512392,-0.15858875,-0.11263911,-0.117794104,-0.07084118,-0.16028665,-0.07026905,-0.123708434,-0.091444775,-0.09701048,-0.10841453,-0.14811547,-0.10160696,-0.12861171,-0.13481459,-0.098622486,-0.08344713,-0.17238481,-0.08062505,-0.11869368,-0.09583163,-0.108921014,-0.16794616,-0.12291699,-0.11025824,-0.112510495,-0.11944043,-0.12712882,-0.09791016,-0.12811743,-0.177665,-0.14151238,-0.17740797,-0.054061413,-0.14353554,-0.15389185,-0.0657277,-0.09556686,-0.15433788,-0.1695232,-0.09266295,-0.097021155,-0.11227069,-0.10456113,-0.08790825,-0.07976739,-0.13391788,-0.15909897,-0.17891932,-0.107381195,-0.13198763,-0.13468501,-0.02279811166226864
-0.1053281,-0.15308693,-0.15675944,-0.11258312,-0.17718986,-0.04444401,-0.15170653,-0.10544676,-0.18637359,-0.185105,-0.15247671,-0.11444483,-0.06755296,-0.16359547,-0.14735629,-0.1466509,-0.062243015,-0.03393649,-0.10365631,-0.12752737,-0.08284349,-0.07902026,-0.14410436,-0.107499465,-0.13071842,-0.1486687,-0.18592176,-0.09450615,-0.06091827,-0.09393562,-0.14277151,-0.09506814,-0.14350922,-0.11781185,-0.14630294,-0.09711388,-0.11377293,-0.16366164,-0.14986007,-0.070235215,-0.14337432,-0.19202651,-0.10515467,-0.15807039,-0.09376579,-0.12029826,-0.10123729,-0.14414586,-0.12681606,-0.085882634,-0.12743814,-0.06646094,-0.1500606,-0.18582271,-0.11245592,-0.1288662,-0.073677704,-0.12186047,-0.11734026,-0.09000519,-0.05866361,-0.11706529,-0.09222587,-0.017437791,-0.026636878028512
-0.056482565,-0.07139813,-0.1445541,-0.14551298,-0.12182076,-0.14475012,-0.07643881,-0.11867213,-0.07452302,-0.1338185,-0.18199599,-0.11317266,-0.12689331,-0.15726043,-0.13680652,-0.15152676,-0.15293851,-0.10649691,-0.12033374,-0.16297899,-0.12757188,-0.12147351,-0.12778322,-0.08631714,-0.15104441,-0.087275594,-0.12736753,-0.09423038,-0.13880423,-0.12075224,-0.082798555,-0.072888196,-0.109097145,-0.074993856,-0.14633511,-0.13201152,-0.14103925,-0.08611285,-0.12862572,-0.07869852,-0.12484802,-0.09324127,-0.15040919,-0.13832113,-0.11238299,-0.07578608,-0.10801788,-0.07992887,-0.12393235,-0.12886871,-0.13704316,-0.14157985,-0.13652731,-0.113774076,-0.20622244,-0.12062011,-0.14279075,-0.15970658,-0.17783058,-0.104872644,-0.16071436,-0.115816124,-0.11014412,-0.04080826,0.004576726350933313
-0.107315846,-0.07259895,-0.16530325,-0.14479545,-0.10254165,-0.08237262,-0.10326045,-0.090528004,-0.12114457,-0.15511353,-0.11121797,-0.15394054,-0.115700796,-0.17461734,-0.12520882,-0.098995276,-0.08033044,-0.07046985,-0.13395207,-0.10480443,-0.08525915,-0.12820604,-0.09122714,-0.16061719,-0.16405453,-0.14744425,-0.12841962,-0.16958229,-0.11480188,-0.17566507,-0.06730935,-0.04989623,-0.14800096,-0.091870055,-0.1001863,-0.10844468,-0.16488759,-0.098647684,-0.1108315,-0.07912517,-0.11582502,-0.12334657,-0.08867032,-0.081546344,-0.10643715,-0.074597776,-0.08199301,-0.104331195,-0.16201822,-0.07744337,-0.13860017,-0.14554718,-0.13618697,-0.11351444,-0.16396569,-0.12897941,-0.09313856,-0.095238864,-0.1704073,-0.14814425,-0.10806856,-0.16808519,-0.19111958,-0.18286452,0.04382041096687317
-0.010837274,-0.14910227,-0.07279245,-0.09226192,-0.13641265,-0.13907926,-0.12483678,-0.14488867,-0.06475136,-0.12369143,-0.14466114,-0.11185023,-0.07751822,-0.11393668,-0.056229156,-0.07130074,-0.05278473,-0.08778648,-0.13554715,-0.10230477,-0.10587374,-0.13233876,-0.16358359,-0.087604,-0.13776343,-0.12227689,-0.072880626,-0.13818452,-0.13571696,-0.14013475,-0.08435512,-0.11315959,-0.16264148,-0.12456754,-0.17923656,-0.067003585,-0.1594686,-0.13152795,-0.15717205,-0.11196195,-0.10883857,-0.092768185,-0.15450808,-0.16556284,-0.16670291,-0.12816836,-0.1379507,-0.11455382,-0.13572071,-0.15318638,-0.12963133,-0.10054625,-0.14160338,-0.111990705,-0.13492437,-0.1562037,-0.10468992,-0.14674975,-0.11580532,-0.12476179,-0.1707846,-0.06562079,-0.14502187,-0.15397927,-0.050472550094127655
-0.009693563,-0.10430203,-0.11770045,-0.08171145,-0.10480042,-0.14336713,-0.1489884,-0.16668084,-0.13496312,-0.15945591,-0.11031252,-0.060699973,-0.14252022,-0.0963473,-0.08636839,-0.05991337,-0.09078291,-0.10516942,-0.11334977,-0.10138706,-0.12914473,-0.101928025,-0.07410246,-0.14640452,-0.11775702,-0.13023569,-0.109843165,-0.12969364,-0.1562535,-0.14832442,-0.09062628,-0.13524887,-0.13069512,-0.06390486,-0.14008498,-0.10601981,-0.09055911,-0.10851336,-0.1448007,-0.11586806,-0.098485686,-0.13013221,-0.1367953,-0.1288091,-0.12767598,-0.13097453,-0.14361522,-0.09438934,-0.10446913,-0.1594843,-0.14142373,-0.16902688,-0.11203581,-0.14813638,-0.09838482,-0.16396922,-0.23956826,-0.11524581,-0.10741871,-0.10616322,-0.18995927,-0.14631157,-0.07250275,-0.11934527,-0.016774244606494904
-0.12405752,-0.15819141,-0.14215972,-0.15062624,-0.1439446,-0.08393295,-0.12898712,-0.085611425,-0.15701884,-0.15052812,-0.12475915,-0.09903509,-0.13574547,-0.09217595,-0.11327866,-0.13047908,-0.124036826,-0.08560448,-0.10396317,-0.113913275,-0.17970966,-0.027048321,-0.10441587,-0.12911162,-0.0803189,-0.07008961,-0.09152347,-0.16427824,-0.1667998,-0.04896717,-0.13877836,-0.14326699,-0.106812485,-0.05362406,-0.17199828,-0.10115274,-0.123875774,-0.11361171,-0.13467588,-0.12563269,-0.076357745,-0.06684608,-0.09577236,-0.11505903,-0.13163261,-0.1299292,-0.15262374,-0.11161749,-0.1711999,-0.18278019,-0.08164254,-0.14497668,-0.09756725,-0.122229025,-0.11283438,-0.14947641,-0.12579241,-0.14107756,-0.15821828,-0.10435422,-0.13529111,-0.15973178,-0.11977276,-0.11386773,-0.013624832965433598
